normalized_address,lat,lng,quality,source,resolved_at
"6510 SOUTHWEST PENSACOLA AVE, ARCADIA, 34266",27.128948346949,-81.88339932247,Exact/R,census,2026-09-03T22:59:10.736Z
"6511 14TH ST W, BRADENTON, 34207",27.425503093032,-82.575432500866,Exact/L,census,2026-09-03T22:59:10.736Z
"6511 4 ST N, ST PETERSBURG, 33702",27.831938127919,-82.638582180937,Exact/R,census,2026-09-03T22:59:10.736Z
"6511 CAROLINE ST, MILTON, 32570",30.617644244411,-87.051046650478,Exact/R,census,2026-09-03T22:59:10.736Z
"6511 LAIRD PARK RD, PANAMA CITY BEACH, 32413",30.294106,-85.8593892,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"6512 GALL BLVD, ZEPHYRILLS, 33542",,,google:GEOMETRIC_CENTER-too-coarse,google,2026-09-04T01:08:56.076Z
"6512 N ST RD 7, COCONUT CREEK, 33073",26.309746174078,-80.20204044454,Non_Exact/L,census,2026-09-02T23:42:22.837Z
"6512 SE FEDERAL HWY, STUART, 34997",27.125506113343,-80.193775495614,Exact/L,census,2026-09-03T22:59:10.736Z
"6513 14 ST W UNIT 133, BRADENTON, 34207",27.425464159612,-82.575432677436,Exact/L,census,2026-09-03T22:59:10.736Z
"6514 NORWOOD AVE, JACKSONVILLE, 32208",30.3781815,-81.6691081,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"6514 NW SELVITZ RD D8, PORT ST LUCIE, 34983",27.340806318376,-80.367728456729,Non_Exact/L,census,2026-09-03T22:59:10.736Z
"6515 14 ST W, BRADENTON, 34207",27.425425226192,-82.575432854006,Exact/L,census,2026-09-03T22:59:10.736Z
"6515 INTERNATIONAL DR, ORLANDO, 32819",28.4588272,-81.47063729999999,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"6515 US HWY 19, NEW PORT RICHEY, 34652",28.252630664603,-82.727925712878,Exact/L,census,2026-09-03T22:59:10.736Z
"6516 14 ST W, BRADENTON, 34207",27.425386754043,-82.575562133069,Exact/R,census,2026-09-03T22:59:10.736Z
"6516 MASSACHUSETTES AVENUE, NEW PORT RICHEY, 34653",28.258611110537,-82.706298953742,Non_Exact/R,census,2026-09-03T22:59:10.736Z
"6516 OLD BRICK ROAD, WINDERMERE, 34786",28.450602,-81.56381309999999,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"6516 SUPERIOR AVE, SARASOTA, 34231",27.261134456829,-82.515629196151,Exact/R,census,2026-09-03T22:59:10.736Z
"6516 UNIVERSITY PKWY, SARASOTA, 34240",27.386310730301,-82.429740491484,Exact/R,census,2026-09-03T22:59:10.736Z
"6516 W ATLANTIC BLVD, MARGATE, 33063",26.235180901668,-80.212102809847,Exact/R,census,2026-09-02T23:42:22.837Z
"6517 NOVA DR, DAVIE, 33317",26.086505419739,-80.231835492757,Exact/R,census,2026-09-02T23:42:22.837Z
"6517 OLD BRICK RD, WINDERMERE, 34786",28.4508554,-81.56240629999999,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"6518 NW SELVITZ RD, PORT ST LUCIE, 34983",27.340900537462,-80.367774693868,Exact/L,census,2026-09-03T22:59:10.736Z
"6519 DOG TRACK RD, EBRO, 32437",30.44837450915,-85.874069018539,Exact/R,census,2026-09-03T22:59:10.736Z
"6519 MARIGOLD AVE, KISSIMMEE, 34759",28.0673974,-81.4950497,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"6519 US HWY 90, MILTON, 32570",30.6179398,-87.05030620000001,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"652 BEAL PKWY UNIT F, FORT WALTON BEACH, 32547",30.434183132624,-86.639372793824,Non_Exact/L,census,2026-09-03T22:59:10.736Z
"652 DEL PRADO BLVD N, CAPE CORAL, 33909",26.664335550147,-81.941193347204,Exact/L,census,2026-09-03T22:59:10.736Z
"652 E VENICE AVE, VENICE, 34292",27.099733984284,-82.434472383096,Non_Exact/R,census,2026-09-03T22:59:10.736Z
"652 EAST 9 ST, HIALEAH, 33010",25.830390598551,-80.268068699546,Exact/R,census,2026-09-02T23:42:22.837Z
"652 NE 2 AVE STE 144, MIAMI, 33132",25.780768329229,-80.190556480347,Exact/L,census,2026-09-02T23:42:22.837Z
"652 NE 2 AVE STE H160-H260, MIAMI, 33132",25.780768329229,-80.190556480347,Non_Exact/L,census,2026-09-02T23:42:22.837Z
"652 W EAU GALLIE BLVD, MELBOURNE, 32935",28.129731027486,-80.628808342175,Non_Exact/R,census,2026-09-03T22:59:10.736Z
"6520 COMMERCE PALMS DR, TAMPA, 33647",28.1143826,-82.3778993,google:RANGE_INTERPOLATED,google,2026-09-04T01:08:56.076Z
"6520 FORT KING RD STE B, ZEPHYRHILLS, 33542",28.257888269717,-82.194450349345,Non_Exact/R,census,2026-09-03T22:59:10.736Z
"6520 FORT KING RD, ZEPHYRHILLS, 33542",28.257888269717,-82.194450349345,Exact/R,census,2026-09-03T22:59:10.736Z
"6520 MASSACHUSETTS AVE, NEW PORT RICHEY, 34653",28.258610248883,-82.7062769816,Exact/R,census,2026-09-03T22:59:10.736Z
"6520 N US HWY 41, APOLLO BEACH, 33572",27.771841930577,-82.390250236838,Exact/L,census,2026-09-03T22:59:10.736Z
"6520 PEMBROKE RD, MIRAMAR, 33023",25.995182899417,-80.217674198644,Exact/R,census,2026-09-02T23:42:22.837Z
"6520 RICHIES WAY, APOLLO BEACH, 33572",27.775929935506,-82.403293537062,Exact/R,census,2026-09-03T22:59:10.736Z
"6520 THOMAS DR, PANAMA CITY BEACH, 32408",30.153038899285,-85.767308715752,Exact/L,census,2026-09-03T22:59:10.736Z
"6521 SUPERIOR AVE, VENICE, 34321",27.2609,-82.51527530000001,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"6521 SW 8 ST, MIAMI, 33144",25.763212026394,-80.302140341653,Exact/R,census,2026-09-02T23:42:22.837Z
"6522 NW SELVITZ RD, PORT ST LUCIE, 34983",27.340994387743,-80.36782121724,Exact/L,census,2026-09-03T22:59:10.736Z
"6524 CARRIER DR, ORLANDO, 32819",28.455957384117,-81.469871402265,Exact/L,census,2026-09-03T22:59:10.736Z
"6524 CARRIER DRIVE, ORLANDO, 32819",28.455957384117,-81.469871402265,Exact/L,census,2026-09-03T22:59:10.736Z
"6525 3 ST UNIT 107, ROCKLEDGE, 32955",28.228767776672,-80.674099971082,Exact/R,census,2026-09-03T22:59:10.736Z
"6525 COLLINS AVE, MIAMI BEACH, 33141",25.848820612782,-80.120215917322,Exact/R,census,2026-09-02T23:42:22.837Z
"6525 SUPERIOR AVE, SARASOTA, 34231",27.261039874948,-82.515499884772,Exact/L,census,2026-09-03T22:59:10.736Z
"6525 US HWY 27 N, SEBRING, 33870",27.537284704584,-81.503440325925,Exact/R,census,2026-09-03T22:59:10.736Z
"6526 MAIN ST, NEW PORT RICHEY, 34653",28.249713466011,-82.706497155149,Exact/L,census,2026-09-03T22:59:10.736Z
"6526 N UNIVERSITY DR, TAMARAC, 33321",26.2046658,-80.2516758,google:ROOFTOP,google,2026-09-03T13:08:21.175Z
"6526 OLD BRICK RD, WINDERMERE, 34786",28.4500428,-81.5635417,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"6526 OLD BRICK ROAD 130, WINDERMERE, 34786",28.4498424,-81.56344159999999,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"6527 HWY 90, MILTON, 32570",30.611201808132,-87.049650388559,Non_Exact/R,census,2026-09-03T22:59:10.736Z
"6527 OLD BRICK RD 100, WINDERMERE, 34786",28.4503464,-81.5622616,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"6527 OLD BRICK RD STE 120, WINDERMERE, 34786",28.4503097,-81.5626267,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"6527 PARK BLVD N, PINELLAS PARK, 33781",27.839217214187,-82.726641275648,Non_Exact/R,census,2026-09-03T22:59:10.736Z
"6528 SUPERIOR AVE, SARASOTA, 34231",27.260991936579,-82.515628592256,Exact/R,census,2026-09-03T22:59:10.736Z
"6529 54TH AVE N, ST PETERSBURG, 33709",27.82102316112,-82.726852360947,Exact/R,census,2026-09-03T22:59:10.736Z
"653 10 ST E, PALMETTO, 34221",27.521079858928,-82.558479695409,Exact/R,census,2026-09-03T22:59:10.736Z
"653 CENTRAL AVE, ST PETERSBURG, 33701",27.771233636552,-82.642657887833,Exact/R,census,2026-09-03T22:59:10.736Z
"653 CORTEZ RD W A, BRADENTON, 34207",27.462246074867,-82.568662893817,Non_Exact/L,census,2026-09-03T22:59:10.736Z
"653 E ALTAMONTE DR, ALTAMONTE SPRINGS, 32701",28.664043141194,-81.36936074071,Exact/L,census,2026-09-03T22:59:10.736Z
"653 NE 125 ST, NORTH MIAMI, 33161",25.890397178581,-80.185137724386,Exact/L,census,2026-09-02T23:42:22.837Z
"653 RAILROAD SQUARE, TALLAHASSEE, 32310",30.433347564991,-84.289873422457,Non_Exact/R,census,2026-09-03T22:59:10.736Z
"6531 DUDLEY DR, NAPLES, 34105",26.210624283771,-81.740692702082,Exact/L,census,2026-09-03T22:59:10.736Z
"6531 LAKE ANDREW DR, MELBOURNE, 32940",28.243352808183,-80.72973405188,Exact/R,census,2026-09-03T22:59:10.736Z
"6532 BEACH BLVD STE 2, JACKSONVILLE, 32216",30.290300099384,-81.593592530036,Exact/R,census,2026-09-03T22:59:10.736Z
"6532 CARRIER DR STE B, ORLANDO, 32819",28.455957384119,-81.469965758612,Non_Exact/L,census,2026-09-03T22:59:10.736Z
"6532 PEMBROKE RD, MIRAMAR, 33023",25.995172126392,-80.217919360039,Exact/R,census,2026-09-02T23:42:22.837Z
"6532 UNIVERSITY PKWY STE 160, SARASOTA, 34240",27.386312784657,-82.429281340494,Exact/R,census,2026-09-03T22:59:10.736Z
"6533 FLORIDA AVE, CRESTVIEW, 32539",30.847502411189,-86.528422929809,Exact/R,census,2026-09-03T22:59:10.736Z
"6533 US 1, ROCKLEDGE, 32955",28.22760370224,-80.672056306258,Exact/R,census,2026-09-03T22:59:10.736Z
"6534 CAROLINE ST, MILTON, 32570",30.618648836179,-87.050679598997,Exact/R,census,2026-09-03T22:59:10.736Z
"6535 MIDNIGHT PASS RD, SARASOTA, 34242",27.250428501601,-82.534216231318,Exact/L,census,2026-09-03T22:59:10.736Z
"6535 NEMOURS PKWY, ORLANDO, 32827",28.37506830313,-81.27447500472,Exact/L,census,2026-09-03T22:59:10.736Z
"6535 RAMONA BLVD, JACKSONVILLE, 32205",30.314142422884,-81.752973570556,Exact/R,census,2026-09-03T22:59:10.736Z
"6536 HWY 90, MILTON, 32570",30.618735284267,-87.050596679401,Exact/R,census,2026-09-03T22:59:10.736Z
"6536 OLD BRICK RD, WINDERMERE, 34786",28.4497258,-81.5631775,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"6537 OLD BRICK RD, WINDERMERE, 34786",28.4498911,-81.5623335,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"6538 GATEWAY AVE, SARASOTA, 34231",27.260882388799,-82.516484031358,Exact/R,census,2026-09-03T22:59:10.736Z
"6538 LAKE GRIFFIN RD, LADY LAKE, 32159",28.932566353784,-81.848982817369,Exact/L,census,2026-09-03T22:59:10.736Z
"654 CENTRAL AVENUE, ST PETERSBURG, 33701",27.771120560878,-82.642542483728,Exact/L,census,2026-09-03T22:59:10.736Z
"654 EAST LAKE ROAD, PALM HARBOR, 34685",28.062887913921,-82.706163462712,Exact/R,census,2026-09-03T22:59:10.736Z
"654 S GOLDENROD RD, ORLANDO, 32822",28.537258126691,-81.285868453165,Exact/R,census,2026-09-03T22:59:10.736Z
"654 W TENNESSEE ST, TALLAHASSEE, 32305",30.444747588843,-84.292541445109,Non_Exact/R,census,2026-09-03T22:59:10.736Z
"6542 COLLINS AVE, MIAMI, 33141",25.849048755251,-80.120348459911,Exact/L,census,2026-09-02T23:42:22.837Z
"6544 COLLINS AVE, MIAMI BEACH, 33141",25.849067962397,-80.120348896437,Exact/L,census,2026-09-02T23:42:22.837Z
"6544 SUPERIOR AVE, SARASOTA, 34231",27.260801909579,-82.515627787062,Exact/R,census,2026-09-03T22:59:10.736Z
"6544 THOMASVILLE RD, TALLAHASSEE, 32309",30.558482406467,-84.219909808736,Non_Exact/L,census,2026-09-03T22:59:10.736Z
"6544 W ATLANTIC BLVD, MARGATE, 33063",26.235180901678,-80.212529166433,Exact/R,census,2026-09-02T23:42:22.837Z
"6545 INDIAN CREEK DR, MIAMI BEACH, 33141",25.848642232338,-80.121360852677,Exact/R,census,2026-09-02T23:42:22.837Z
"6545 PINNACLE DR, VERO BEACH, 32967",27.711807463605,-80.479198184222,Exact/L,census,2026-09-03T22:59:10.736Z
"6545 W BOYNTON BEACH BLVD, BOYNTON BEACH, 33437",26.528186616955,-80.148033985647,Exact/L,census,2026-08-24T03:02:29.698Z
"6546 COLLINS AVE, MIAMI BEACH, 33141",25.849087169544,-80.120349332962,Exact/L,census,2026-09-02T23:42:22.837Z
"6546 NORMANDY BLVD, JACKSONVILLE, 32205",30.305590783159,-81.752974517433,Exact/L,census,2026-09-03T22:59:10.736Z
"6546 S KANNER HWY, STUART, 34997",27.125854700867,-80.252207422568,Exact/L,census,2026-09-03T22:59:10.736Z
"6547 GATEWAY AVE, SARASOTA, 34231",27.260787610005,-82.516354904139,Exact/L,census,2026-09-03T22:59:10.736Z
"6547 N HIGHWAY 231, PANAMA CITY, 32404",30.263232062346,-85.536988539536,Non_Exact/L,census,2026-09-03T22:59:10.736Z
"6547 US HWY 90, GLEN ST MARY, 32040",30.278065674797,-82.152084285794,Exact/L,census,2026-09-03T22:59:10.736Z
"6548 LAKE WORTH RD, LAKE WORTH, 33467",26.61853372494,-80.147649711291,Exact/R,census,2026-08-24T03:02:29.698Z
"6549 54 AVE N, ST PETERSBURG, 33709",27.821023161124,-82.727020612296,Exact/R,census,2026-09-03T22:59:10.736Z
"6549 BIRD RD, MIAMI, 33155",25.7337258,-80.3019174,google:ROOFTOP,google,2026-09-03T13:08:21.175Z
"655 2ND AVE, ST PETERSBURG, 33701",27.7697562,-82.642647,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"655 ARNAU DR, NEW SMYRNA BEACH, 32168",29.032612679814,-80.93232822967,Exact/R,census,2026-09-03T22:59:10.736Z
"655 ARNAU DRIVE, NEW SMYRNA BEACH, 32168",29.032612679814,-80.93232822967,Exact/R,census,2026-09-03T22:59:10.736Z
"655 CHURCH STREET, ORLANDO, 32805",28.540203953076,-81.388550539703,Non_Exact/R,census,2026-09-03T22:59:10.736Z
"655 EAGLE CREEK DR, NAPLES, 34113",26.054006350734,-81.70656360182,Exact/R,census,2026-09-03T22:59:10.736Z
"655 GRAND BLVD UNIT 102, MIRAMAR BEACH, 32550",30.386013096652,-86.335257069831,Non_Exact/R,census,2026-09-03T22:59:10.736Z
"655 N FRANKLIN ST 2200, TAMPA, 33602",27.94959248595,-82.458712703186,Non_Exact/R,census,2026-09-03T22:59:10.736Z
"655 N SAVANNAH CIRCLE WEST, LAKE BUENA VISTA, 32830",28.3574269,-81.59309999999999,google:RANGE_INTERPOLATED,google,2026-09-04T01:08:56.076Z
"655 NW 22 RD, FORT LAUDERDALE, 33311",26.130856216164,-80.172193226296,Exact/L,census,2026-09-02T23:42:22.837Z
"655 S GULFVIEW BLVD, CLEARWATER BEACH, 33767",27.966858711161,-82.825678937481,Exact/R,census,2026-09-03T22:59:10.736Z
"655 S OLIVE AVE, WEST PALM BEACH, 33401",26.708074620452,-80.05209674305,Exact/R,census,2026-08-24T03:02:29.698Z
"655 SW 52ND AVE, OCALA, 34474",29.179560356987,-82.206156172542,Exact/L,census,2026-09-03T22:59:10.736Z
"655 W CHURCH ST, ORLANDO, 32805",28.540203953076,-81.388550539703,Exact/R,census,2026-09-03T22:59:10.736Z
"655 W GRANADA BLVD, ORMOND BEACH, 32174",29.278772478869,-81.074641916283,Non_Exact/R,census,2026-09-03T22:59:10.736Z
"655 WEST CENTRAL BLVD, CAPE CANAVERAL, 32920",28.395954376537,-80.615130329993,Exact/L,census,2026-09-03T22:59:10.736Z
"6550 ADVENTURE WAY, ORLANDO, 32819",,,google:GEOMETRIC_CENTER-too-coarse,google,2026-09-04T01:08:56.076Z
"6550 CAROLINE ST, MILTON, 32570",30.619360156727,-87.049989998022,Exact/R,census,2026-09-03T22:59:10.736Z
"6550 COLONNADE, MELBOURNE, 32940",28.243509963319,-80.728466604455,Non_Exact/L,census,2026-09-03T22:59:10.736Z
"6550 GATEWAY AVE, SARASOTA, 34231",27.260739870165,-82.516483704485,Exact/R,census,2026-09-03T22:59:10.736Z
"6550 HYPOLUXO RD, LAKE WORTH, 33467",26.572532377663,-80.147661995799,Exact/R,census,2026-08-24T03:02:29.698Z
"6550 INTERNATIONAL DR STE -104, ORLANDO, 32819",28.4582242,-81.46986179999999,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"6550 INTERNATIONAL DR STE 102, ORLANDO, 32819",28.458249,-81.46960899999999,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"6550 NORMANDY BLVD, JACKSONVILLE, 32205",30.305553220699,-81.753064722176,Exact/L,census,2026-09-03T22:59:10.736Z
"6550 QUEST STREET, KISSIMMEE, 34741",28.3371828,-81.1767078,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"6550 SE OSPREY ST, HOBE SOUND, 33455",27.094039,-80.1676445,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"6551 CAROLINE ST, MILTON, 32570",30.619447519518,-87.049456819476,Exact/R,census,2026-09-03T22:59:10.736Z
"6551 GATEWAY AVE, SARASOTA, 34231",27.260740103794,-82.516354795181,Exact/L,census,2026-09-03T22:59:10.736Z
"6551 N ORANGE BLOSSOM TRL 117, MOUNT DORA, 32757",28.777540821754,-81.624230954501,Exact/R,census,2026-09-03T22:59:10.736Z
"6551 N ORANGE BLOSSOM TRL STE 205, MT DORA, 32757",28.777540821754,-81.624230954501,Exact/R,census,2026-09-03T22:59:10.736Z
"6551 N ORANGE BLOSSOM TRL UNIT 221, MOUNT DORA, 32757",28.777540821754,-81.624230954501,Exact/R,census,2026-09-03T22:59:10.736Z
"6551 N ORANGE BLOSSOM TRL, MOUNT DORA, 32757",28.777540821754,-81.624230954501,Exact/R,census,2026-09-03T22:59:10.736Z
"6551 NW 30 AVE, CHIEFLAND, 32626",29.43505678305,-82.822530514843,Exact/R,census,2026-09-03T22:59:10.736Z
"6552 SW 39 ST, DAVIE, 33314",26.073009084009,-80.234391523031,Exact/L,census,2026-09-02T23:42:22.837Z
"6555 NOVA DR 312, DAVIE, 33317",26.086723480806,-80.232717136091,Exact/R,census,2026-09-02T23:42:22.837Z
"6556 HYPOLUXO RD, LAKE WORTH, 33467",26.572529792178,-80.147846211932,Exact/R,census,2026-08-24T03:02:29.698Z
"6556 NW 186 ST, MIAMI, 33015",25.9411065,-80.30577679999999,google:ROOFTOP,google,2026-09-03T13:08:21.175Z
"6558 CAROLINE ST, MILTON, 32570",30.619692375709,-87.049592892514,Exact/R,census,2026-09-03T22:59:10.736Z
"6558 DOG TRACK RD, EBRO, 32437",30.449543384104,-85.874165549755,Exact/L,census,2026-09-03T22:59:10.736Z
"6559 GATEWAY AVENUE, SARASOTA, 34231",27.260645091371,-82.516354577266,Exact/L,census,2026-09-03T22:59:10.736Z
"6559 W US 90, MILTON, 32570",30.6192586,-87.0492551,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"656 E DR, MIAMI SPRINGS, 33166",25.808758,-80.2730952,google:ROOFTOP,google,2026-09-03T13:08:21.175Z
"656 EDGEWOOD AVE, JACKSONVILLE, 32254",30.329339144686,-81.730950589897,Non_Exact/L,census,2026-09-03T22:59:10.736Z
"656 N BEAL PKY, FORT WALTON BEACH, 32547",30.434957451309,-86.639171773321,Non_Exact/L,census,2026-09-03T22:59:10.736Z
"656 N FEDERAL HWY, FORT LAUDERDALE, 33304",26.130936538406,-80.13739842037,Exact/R,census,2026-09-02T23:42:22.837Z
"656 S GULFVIEW BLVD, CLEARWATER, 33767",27.966926893998,-82.825547373289,Exact/L,census,2026-09-03T22:59:10.736Z
"656-658 HALLANDALE BEACH BLVD, HALLANDALE, 33009",25.9850102,-80.1411968,google:ROOFTOP,google,2026-09-03T13:08:21.175Z
"6560 CAROLINE ST, MILTON, 32570",30.619775430455,-87.049493616137,Exact/R,census,2026-09-03T22:59:10.736Z
"6560 N PENSACOLA BLVD, PENSACOLA, 32505",30.48488882431,-87.257497469293,Non_Exact/R,census,2026-09-03T22:59:10.736Z
"6560 NW 186 ST, MIAMI LAKES, 33015",25.9411625,-80.3057888,google:ROOFTOP,google,2026-09-03T13:08:21.175Z
"6560 SHERIDAN ST, HOLLYWOOD, 33024",26.031755998268,-80.219949082806,Exact/L,census,2026-09-02T23:42:22.837Z
"6561 CASCADES ISLE BLVD, BOYNTON BEACH, 33437",26.502262591876,-80.148477111811,Exact/L,census,2026-08-24T03:02:29.698Z
"6561 FLANDERS WAY A, DELRAY BEACH, 33484",26.4438146,-80.1390203,google:ROOFTOP,google,2026-08-24T12:15:59.167Z
"6562 N STATE ROAD 7, COCONUT CREEK, 33073",26.310341547868,-80.202052878619,Non_Exact/L,census,2026-09-02T23:42:22.837Z
"6562 UNIVERSITY PARKWAY UNIT 110, SARASOTA, 34240",27.386316974391,-82.428348753478,Exact/R,census,2026-09-03T22:59:10.736Z
"6562 UNIVERSITY PKWY STE 150, SARASOTA, 34240",27.386316974391,-82.428348753478,Exact/R,census,2026-09-03T22:59:10.736Z
"6565 COLLINS AVE, MIAMI BEACH, 33141",25.849684950424,-80.120235666671,Exact/R,census,2026-09-02T23:42:22.837Z
"6565 DUDLEY RD, NAPLES, 34105",26.210619979732,-81.741071458215,Non_Exact/L,census,2026-09-03T22:59:10.736Z
"6565 N SOCRUM LOOP RD, LAKELAND, 33809",28.127045233117,-81.946412272462,Exact/R,census,2026-09-03T22:59:10.736Z
"6565 SW CAROLINE ST, MILTON, 32570",30.620173915545,-87.048441327743,Non_Exact/R,census,2026-09-03T22:59:10.736Z
"65651 OVERSEAS HWY, LONG KEY, 33001",24.803759017639,-80.849164384756,Exact/R,census,2026-09-03T22:59:10.736Z
"6566 GATEWAY AVE, SARASOTA, 34231",27.26054984532,-82.516483268654,Exact/R,census,2026-09-03T22:59:10.736Z
"6566 HYPOLUXO RD, LAKE WORTH, 33467",26.572525483035,-80.148153238822,Exact/R,census,2026-08-24T03:02:29.698Z
"6566 N MILITARY TRL, RIVIERA BEACH, 33407",26.771205584454,-80.107624271105,Exact/L,census,2026-08-24T03:02:29.698Z
"6566 N MILITARY TRL, WEST PALM BEACH, 33407",26.771205584454,-80.107624271105,Exact/L,census,2026-08-24T03:02:29.698Z
"6568 UNIVERSITY PKY, SARASOTA, 34240",27.386318372446,-82.428053762474,Exact/R,census,2026-09-03T22:59:10.736Z
"6569 PEMBROKE RD, HOLLYWOOD, 33023",25.995384345196,-80.219266618681,Exact/R,census,2026-09-02T23:42:22.837Z
"6569 SUPERIOR AVE, SARASOTA, 34231",27.260517300697,-82.51549767049,Exact/L,census,2026-09-03T22:59:10.736Z
"657 3RD STREET, JACKSONVILLE BEACH, 32250",30.294374,-81.3922855,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"657 KRISTINE WAY, THE VILLAGES, 32163",28.824104782494,-81.965567169216,Exact/L,census,2026-09-03T22:59:10.736Z
"657 MINOLA DRIVE, MIAMI SPRINGS, 33166",25.808871401882,-80.275351176423,Exact/L,census,2026-09-02T23:42:22.837Z
"657 N PRIMROSE DR, ORLANDO, 32803",28.551979448353,-81.347829218501,Exact/R,census,2026-09-03T22:59:10.736Z
"657 S COLLIER BLVD, MARCO ISLAND, 34145",25.919629498823,-81.72615053521,Exact/R,census,2026-09-03T22:59:10.736Z
"657 W 23 ST, PANAMA CITY, 32405",30.18969446957,-85.671410274273,Exact/L,census,2026-09-03T22:59:10.736Z
"6570 CAROLINE ST STE A, MILTON, 32570",30.620132626716,-87.049013972952,Non_Exact/R,census,2026-09-03T22:59:10.736Z
"6570 CENTRAL AVE, ST PETERSBURG, 33707",27.770766885636,-82.727805820243,Exact/L,census,2026-09-03T22:59:10.736Z
"6570 MONACO BLVD, DELRAY BEACH, 33446",26.442702848007,-80.147522882213,Exact/R,census,2026-08-24T03:02:29.698Z
"6570 NW SELVITZ RD, PORT ST LUCIE, 34983",27.342122039002,-80.368380988906,Exact/L,census,2026-09-03T22:59:10.736Z
"6571 102 AVE N, PINELLAS PARK, 33782",27.864688924063,-82.728666613492,Exact/R,census,2026-09-03T22:59:10.736Z
"6572 N STATE RD 7, COCONUT CREEK, 33073",26.310460622626,-80.202055365435,Non_Exact/L,census,2026-09-02T23:42:22.837Z
"6572 PEMBROKE RD, MIRAMAR, 33023",25.99514303085,-80.218731126118,Exact/R,census,2026-09-02T23:42:22.837Z
"6574 SUPERIOR AVE, SARASOTA, 34231",27.260445608954,-82.515626277325,Exact/R,census,2026-09-03T22:59:10.736Z
"6575 MIDNIGHT PASS RD, SARASOTA, 34242",27.250071677825,-82.53389790004,Exact/L,census,2026-09-03T22:59:10.736Z
"6575 NW 76TH DRIVE, PARKLAND, 33067",26.3265893,-80.21630400000001,google:ROOFTOP,google,2026-09-03T13:08:21.175Z
"6575 PARK BLVD N, PINELLAS PARK, 33781",27.839218406262,-82.727708014032,Non_Exact/R,census,2026-09-03T22:59:10.736Z
"6578 S KANNER HWY, STUART, 34997",27.125491826335,-80.252264585911,Exact/L,census,2026-09-03T22:59:10.736Z
"6578 US HWY 41, APOLLO BEACH, 33572",27.773278157002,-82.389381009856,Non_Exact/L,census,2026-09-03T22:59:10.736Z
"658 CRANDON BLVD STE 120, KEY BISCAYNE, 33149",25.688694745205,-80.163827490439,Exact/R,census,2026-09-02T23:42:22.837Z
"658 E LAKE RD, PALM HARBOR, 34685",28.062907521373,-82.706141240934,Exact/R,census,2026-09-03T22:59:10.736Z
"658 N FEDERAL HWY, FORT LAUDERDALE, 33304",26.130969465513,-80.137399106351,Exact/R,census,2026-09-02T23:42:22.837Z
"658 N WYMORE RD, WINTER PARK, 32789",28.604727468937,-81.385099733358,Exact/R,census,2026-09-03T22:59:10.736Z
"658 NW 103 ST, MIAMI, 33150",25.869177994109,-80.209506708335,Exact/L,census,2026-09-02T23:42:22.837Z
"658 SW PORT SAINT LUCIE BLVD, PORT ST LUCIE, 34953",27.268771224841,-80.368182332173,Exact/L,census,2026-09-03T22:59:10.736Z
"658 WEST AVE, CLERMONT, 34711",28.555692443451,-81.770517888706,Exact/L,census,2026-09-03T22:59:10.736Z
"6580 NW 22 AVE, MIAMI, 33147",25.834503087441,-80.233192263544,Exact/L,census,2026-09-02T23:42:22.837Z
"6580 W ATLANTIC AVE, DELRAY BEACH, 33446",26.453724172329,-80.148308290892,Exact/R,census,2026-08-24T03:02:29.698Z
"6581 E SR 70, BRADENTON, 34203",27.44618613152,-82.47736460339,Non_Exact/L,census,2026-09-03T22:59:10.736Z
"6581 FOREST HILL BLVD, GREENACRES, 33413",26.651246161797,-80.146626888146,Exact/L,census,2026-08-24T03:02:29.698Z
"6582 GATEWAY AVE, SARASOTA, 34231",27.260359820475,-82.516482832823,Exact/R,census,2026-09-03T22:59:10.736Z
"6582 INTERNATIONAL DR, ORLANDO, 32819",28.4584158,-81.4685355,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"6582 TAFT ST, HOLLYWOOD, 33024",26.024547513592,-80.219932915539,Exact/L,census,2026-09-02T23:42:22.837Z
"6583 HWY 90, MILTON, 32570",30.611987934606,-87.046771855831,Non_Exact/R,census,2026-09-03T22:59:10.736Z
"6583 MIDNIGHT PASS RD, SARASOTA, 34242",27.250015462294,-82.533847761869,Exact/L,census,2026-09-03T22:59:10.736Z
